date;ph;suhu;amonia;label
08/04/2026 09:36;562;2636;496;Waspada
09/04/2026 09:36;777;1862;895;Bahaya
10/04/2026 09:36;704;1959;527;Bahaya
11/04/2026 09:36;546;3027;465;Waspada
12/04/2026 09:36;785;248;947;Bahaya
13/04/2026 09:36;696;2841;406;Waspada
14/04/2026 09:36;772;2514;6;Bahaya
15/04/2026 09:36;744;2515;624;Bahaya
16/04/2026 09:36;526;2969;312;Waspada
17/04/2026 09:36;566;2242;997;Bahaya
18/04/2026 09:36;762;2548;44;Waspada
19/04/2026 09:36;742;2269;293;Normal
20/04/2026 09:36;647;2283;725;Bahaya
21/04/2026 09:36;668;2345;265;Normal
22/04/2026 09:36;842;2611;508;Bahaya
23/04/2026 09:36;561;2261;495;Waspada
24/04/2026 09:36;732;3128;1;Bahaya
25/04/2026 09:36;62;2053;694;Bahaya
26/04/2026 09:36;617;2407;489;Waspada
27/04/2026 09:36;815;228;883;Bahaya
28/04/2026 09:36;774;3223;1;Bahaya
29/04/2026 09:36;772;2598;736;Bahaya
30/04/2026 09:36;846;3016;501;Bahaya
01/05/2026 09:36;653;1757;199;Bahaya
02/05/2026 09:36;752;2634;236;Normal
03/05/2026 09:36;603;2945;402;Waspada
04/05/2026 09:36;699;2541;325;Waspada
05/05/2026 09:36;63;3033;437;Waspada
06/05/2026 09:36;665;2241;518;Bahaya
07/05/2026 09:36;739;3205;721;Bahaya
08/05/2026 09:36;527;350;474;Bahaya
09/05/2026 09:36;964;2319;7;Bahaya
10/05/2026 09:36;499;2277;521;Bahaya
11/05/2026 09:36;468;3227;125;Bahaya
12/05/2026 09:36;824;329;258;Bahaya
13/05/2026 09:36;769;2239;45;Waspada
14/05/2026 09:36;744;229;213;Normal
15/05/2026 09:36;744;2359;758;Bahaya
16/05/2026 09:36;648;1828;1;Bahaya
17/05/2026 09:36;515;2041;1;Bahaya
18/05/2026 09:36;661;1998;429;Waspada
19/05/2026 09:36;548;2116;1;Bahaya
20/05/2026 09:36;796;2483;552;Bahaya
21/05/2026 09:36;628;2617;393;Waspada
22/05/2026 09:36;526;3275;324;Bahaya
23/05/2026 09:36;602;2001;403;Waspada
24/05/2026 09:36;712;2992;379;Waspada
25/05/2026 09:36;565;2393;561;Bahaya
26/05/2026 09:36;527;2475;557;Bahaya
27/05/2026 09:36;687;2837;499;Waspada
28/05/2026 09:36;687;1939;676;Bahaya
29/05/2026 09:36;574;2691;1;Bahaya
30/05/2026 09:36;579;2583;968;Bahaya
31/05/2026 09:36;685;2746;176;Normal
01/06/2026 09:36;433;2645;83;Bahaya
02/06/2026 09:36;439;350;958;Bahaya
03/06/2026 09:36;542;2181;191;Waspada
04/06/2026 09:36;618;2235;425;Waspada
05/06/2026 09:36;697;2188;219;Normal
06/06/2026 09:36;871;2222;141;Waspada
07/06/2026 09:36;779;2181;727;Bahaya
08/06/2026 09:36;626;3095;847;Bahaya
09/06/2026 09:36;647;321;333;Bahaya
10/06/2026 09:36;50;2215;81;Waspada
11/06/2026 09:36;647;2084;34;Waspada
12/06/2026 09:36;607;2736;655;Bahaya
13/06/2026 09:36;698;2224;177;Normal
14/06/2026 09:36;526;2816;566;Bahaya
15/06/2026 09:36;728;2601;493;Waspada
16/06/2026 09:36;88;1742;747;Bahaya
17/06/2026 09:36;634;3274;541;Bahaya
18/06/2026 09:36;71;3398;252;Bahaya
19/06/2026 09:36;754;2194;1;Bahaya
20/06/2026 09:36;59;2306;446;Waspada
21/06/2026 09:36;684;2643;488;Waspada
22/06/2026 09:36;652;2667;259;Normal
23/06/2026 09:36;665;2829;365;Waspada
24/06/2026 09:36;534;350;268;Bahaya
25/06/2026 09:36;654;2412;441;Waspada
26/06/2026 09:36;725;2101;1;Bahaya
27/06/2026 09:36;868;181;191;Waspada
28/06/2026 09:36;794;2135;161;Normal
29/06/2026 09:36;973;2483;1;Bahaya
30/06/2026 09:36;535;3397;43;Bahaya
01/07/2026 09:36;781;2241;312;Waspada
02/07/2026 09:36;678;2612;1;Bahaya
03/07/2026 09:36;978;2492;326;Bahaya
04/07/2026 09:36;529;3094;1;Bahaya
05/07/2026 09:36;524;350;8;Bahaya
06/07/2026 09:36;56;2235;354;Waspada
07/07/2026 09:36;331;2255;1;Bahaya
08/07/2026 09:36;571;3022;326;Waspada
09/07/2026 09:36;536;2841;837;Bahaya
10/07/2026 09:36;673;3423;614;Bahaya
11/07/2026 09:36;701;2792;1;Bahaya
12/07/2026 09:36;931;232;1;Bahaya
13/07/2026 09:36;793;2795;509;Bahaya
14/07/2026 09:36;563;3054;294;Waspada
15/07/2026 09:36;515;291;687;Bahaya
16/07/2026 09:36;724;2754;31;Waspada
17/07/2026 09:36;452;3033;1;Bahaya
18/07/2026 09:36;925;3085;548;Bahaya
19/07/2026 09:36;827;3191;386;Waspada
20/07/2026 09:36;58;2824;567;Bahaya
21/07/2026 09:36;393;2416;194;Bahaya
22/07/2026 09:36;853;2573;252;Normal
23/07/2026 09:36;633;3103;1;Bahaya
24/07/2026 09:36;836;2092;314;Waspada
25/07/2026 09:36;411;2684;239;Bahaya
26/07/2026 09:36;56;2303;725;Bahaya
27/07/2026 09:36;651;2514;1;Bahaya
28/07/2026 09:36;657;3139;824;Bahaya
29/07/2026 09:36;582;2596;1;Bahaya
30/07/2026 09:36;743;2523;293;Normal
31/07/2026 09:36;49;182;184;Bahaya
01/08/2026 09:36;629;2873;1;Bahaya
02/08/2026 09:36;668;2823;397;Waspada
03/08/2026 09:36;727;350;418;Bahaya
04/08/2026 09:36;757;2346;1;Bahaya
05/08/2026 09:36;481;261;735;Bahaya
06/08/2026 09:36;42;2625;685;Bahaya
07/08/2026 09:36;842;3289;1;Bahaya
08/08/2026 09:36;70;2452;317;Waspada
09/08/2026 09:36;538;264;953;Bahaya
10/08/2026 09:36;883;2804;518;Bahaya
11/08/2026 09:36;667;2593;601;Bahaya
12/08/2026 09:36;827;2277;1;Bahaya
13/08/2026 09:36;66;2597;71;Bahaya
14/08/2026 09:36;959;3037;726;Bahaya
15/08/2026 09:36;913;1987;1;Bahaya
16/08/2026 09:36;613;2566;386;Waspada
17/08/2026 09:36;796;215;277;Normal
18/08/2026 09:36;747;3098;24;Normal
19/08/2026 09:36;855;1738;126;Bahaya
20/08/2026 09:36;505;2221;1;Bahaya
21/08/2026 09:36;753;2689;23;Normal
22/08/2026 09:36;809;3283;426;Bahaya
23/08/2026 09:36;386;2467;41;Bahaya
24/08/2026 09:36;473;2222;617;Bahaya
25/08/2026 09:36;344;3441;881;Bahaya
26/08/2026 09:36;61;1776;909;Bahaya
27/08/2026 09:36;758;150;331;Bahaya
28/08/2026 09:36;875;272;443;Waspada
29/08/2026 09:36;661;2249;607;Bahaya
30/08/2026 09:36;894;1989;418;Waspada
31/08/2026 09:36;443;2854;1;Bahaya
01/09/2026 09:36;394;2622;702;Bahaya
02/09/2026 09:36;642;2218;833;Bahaya
03/09/2026 09:36;708;186;792;Bahaya
04/09/2026 09:36;645;2936;1;Bahaya
05/09/2026 09:36;34;2825;565;Bahaya
06/09/2026 09:36;637;245;201;Waspada
07/09/2026 09:36;454;3423;659;Bahaya
08/09/2026 09:36;75;1965;316;Waspada
09/09/2026 09:36;705;1737;344;Bahaya
10/09/2026 09:36;509;2154;751;Bahaya
11/09/2026 09:36;573;2477;1;Bahaya
12/09/2026 09:36;491;2622;505;Bahaya
13/09/2026 09:36;641;2379;618;Bahaya
14/09/2026 09:36;793;2676;1;Bahaya
15/09/2026 09:36;502;1874;589;Bahaya
16/09/2026 09:36;726;3222;1;Bahaya
17/09/2026 09:36;57;2459;74;Bahaya
18/09/2026 09:36;531;3059;145;Waspada
19/09/2026 09:36;634;2671;844;Bahaya
20/09/2026 09:36;495;2728;65;Bahaya
21/09/2026 09:36;567;2785;1;Bahaya
22/09/2026 09:36;47;2724;798;Bahaya
23/09/2026 09:36;945;2821;452;Bahaya
24/09/2026 09:36;655;3165;211;Waspada
25/09/2026 09:36;545;2598;43;Waspada
26/09/2026 09:36;682;2855;275;Normal
27/09/2026 09:36;633;2455;332;Waspada
28/09/2026 09:36;617;322;752;Bahaya
29/09/2026 09:36;742;2162;1;Bahaya
30/09/2026 09:36;764;340;656;Bahaya
01/10/2026 09:36;57;248;216;Waspada
02/10/2026 09:36;564;1785;68;Bahaya
03/10/2026 09:36;609;2564;1;Bahaya
04/10/2026 09:36;305;2159;325;Bahaya
05/10/2026 09:36;423;292;453;Bahaya
06/10/2026 09:36;855;2174;503;Bahaya
07/10/2026 09:36;897;2277;287;Waspada
08/10/2026 09:36;613;1555;784;Bahaya
09/10/2026 09:36;736;2274;457;Waspada
10/10/2026 09:36;697;150;668;Bahaya
11/10/2026 09:36;100;1708;267;Bahaya
12/10/2026 09:36;818;288;367;Waspada
13/10/2026 09:36;631;2893;826;Bahaya
14/10/2026 09:36;507;2713;384;Waspada
15/10/2026 09:36;409;2017;1;Bahaya
16/10/2026 09:36;681;2476;376;Waspada
17/10/2026 09:36;537;2498;583;Bahaya
18/10/2026 09:36;437;1921;956;Bahaya
19/10/2026 09:36;553;3252;184;Bahaya
20/10/2026 09:36;488;2939;145;Bahaya
21/10/2026 09:36;903;239;171;Bahaya
22/10/2026 09:36;782;2513;1;Bahaya
23/10/2026 09:36;649;2604;338;Waspada
24/10/2026 09:36;872;150;1;Bahaya
25/10/2026 09:36;662;2376;335;Waspada
26/10/2026 09:36;521;2159;567;Bahaya
27/10/2026 09:36;878;1999;1;Bahaya
28/10/2026 09:36;731;2359;1;Bahaya
29/10/2026 09:36;494;3399;1;Bahaya
30/10/2026 09:36;621;282;1;Bahaya
31/10/2026 09:36;519;2214;1;Bahaya
01/11/2026 09:36;443;2786;754;Bahaya
